baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01720	47632.5935525047	-0.595876379056466	0.222394654918685	-2.67936466042468	0.00737620149873547	0.206077134379981
AT1G01725	2858.93939254114	-0.487270133753782	0.364813561090697	-1.33566891619098	0.181657513559961	0.726714782557738
AT1G04047	3115.17895368424	-0.535954380250668	0.331264386191174	-1.61790522190745	0.105683024748393	0.622985088155992
AT1G01730	17426.2663602343	-0.518443723385426	0.251826411575121	-2.05873450740401	0.0395196786320228	0.435561512597368
AT1G01740	19048.6521588623	-0.32269699506322	0.286270862778059	-1.12724358997514	0.259639505261969	0.796369438894874
AT1G01750	1282.84369545507	-0.203436636085516	0.344939252287733	-0.589775256762657	0.555341333294969	0.924503661803489
AT1G01760	658.748848471936	-0.304386680175466	0.271630852648904	-1.12058949565976	0.262462638334987	0.798182974470812
AT1G01770	5967.63094082518	-0.268499449724712	0.326658007437165	-0.821958879352927	0.411100300599953	0.876575338329929
AT1G01780	3601.199094315	-0.684894673510502	0.178314249596442	-3.84094190487045	0.000122563120960524	0.0202158440092003
AT1G01790	18302.6977936586	-0.135637686778961	0.264799629257696	-0.512227630979658	0.608491707184049	0.939373034607207
AT1G04063	388.953705180168	-0.72316244752622	0.189796196124755	-3.81020516897439	0.000138851512560794	0.0225882507878904
AT1G01800	9849.15930526153	0.0977783966770814	0.112587006455225	0.868469637444058	0.385137286967771	0.864819576836348
AT1G01810	268.523632356021	-0.048818877327026	0.174256004483765	-0.280156069638188	0.779357768914666	0.973147704757765
AT1G01820	14066.6559586368	-0.18409282151385	0.155073612817985	-1.18713182835255	0.235175625556143	0.775816820509476
AT1G01830	2872.4180444088	0.25834929333467	0.154699375439807	1.67000863836837	0.0949176545089068	0.596581081908888
AT1G01840	8.32512820379323	0.476530990841323	0.891572669064126	0.534483623574433	0.593006976707393	0.934944922313446
AT1G01860	839.926895025861	0.0119296827437956	0.332583761049095	0.0358697090506309	0.971386248993365	0.99703346430138
AT1G01880	217.905170087404	-0.158394943710997	0.194998788131875	-0.812286810746111	0.416627076837685	0.878309770915093
AT1G01900	434.063137305443	0.168355838031444	0.158017413821349	1.06542585377193	0.286683262353249	0.811797563680709
AT1G01910	7834.31821040452	0.0135225173912026	0.108338653898733	0.124817107325723	0.900668343620352	0.988192783118509
AT1G01920	3663.61147525964	-0.126917364659526	0.16522270057031	-0.768159364430172	0.442392511876192	0.886680087809741
AT1G01930	2185.71969981184	-0.0795357235241482	0.125277804522107	-0.634874819426719	0.525510061026154	0.91649040126501
AT1G01940	2411.11138056293	0.021486400345292	0.19662784465262	0.109274453896658	0.912984808077255	0.990886668497411
AT1G01950	6373.23717459388	-0.0422366565954431	0.141691517474912	-0.298088815393777	0.76563537777813	0.971188755514373
AT1G01960	15932.6892290367	0.190497187816225	0.162098327984146	1.17519526688058	0.239916603409736	0.780343082080132
AT1G01970	2611.67398639857	0.0250881061660859	0.276464429268301	0.0907462353565152	0.927694231660596	0.991901685283486
AT1G01980	86.5305449822941	-0.258696311598389	0.465776419344082	-0.555408777375832	0.578615090256933	0.931448274250036
AT1G01990	2306.36988255892	0.0504793871230563	0.15083340141642	0.334669818813494	0.737874170914975	0.966086870009321
AT1G02000	1733.13185059982	-0.113143893713147	0.226795035624243	-0.498881703480516	0.617862724332099	0.940665602584657
AT1G02010	2087.12699938642	-0.152916309616551	0.236278763300675	-0.647186008088075	0.517511565796705	0.914592917045762
AT1G02020	1731.55280224593	0.0115461708931661	0.181973695305828	0.0634496698754257	0.949408436057696	0.994519753682741
AT1G02030	239.093305968989	-0.228111621593788	0.185127511877202	-1.23218650367374	0.217879423672514	0.763586958664866
AT1G02040	68.1659789511739	-0.248373300134875	0.267069858867477	-0.929993752152019	0.352374319392517	0.848984452776636
AT1G02050	1209.80358605425	-0.277612903120122	0.165453982038305	-1.67788589733579	0.0933693761531093	0.592329245018653
AT1G02060	1487.09630885531	-0.131935201564898	0.270736344282976	-0.487319875409849	0.626031664890876	0.942271475996278
AT1G02065	37.6826321863778	-0.876983679450167	0.47320389967522	-1.85328920588372	0.0638409174762725	0.522650540115167
AT1G02070	68.2903553846536	-0.558593785496856	0.350774771645128	-1.59245712819385	0.111282028734309	0.635081724599612
AT1G02080	24554.1087532887	0.121148815339965	0.258956557476974	0.467834514485068	0.639902936475758	0.943963831267215
AT1G02090	6718.8517020417	-0.0468009272283972	0.227187674357369	-0.206001172206107	0.836789995655998	0.978934889125783
AT1G02100	9069.2301158759	-0.194072526565478	0.118449861958472	-1.6384360720785	0.101330759503242	0.613636566904663
AT1G02110	3647.29242012688	-0.452335545838097	0.172025336139088	-2.62947049539475	0.0085517952371766	0.222678216702886
AT1G02120	28733.646901839	-0.0784258745996167	0.126487094793512	-0.620030642079697	0.535237613367277	0.918317165467644
AT1G02130	5722.85391353722	-0.0738678215011522	0.121997879391741	-0.605484471282972	0.54485713957972	0.922073784009389
AT1G04087	43.2363363687147	-0.0429717287749748	0.388728580151225	-0.110544299979841	0.911977718822432	0.990886668497411
AT1G02140	14092.3629272519	0.139074386368605	0.134191961693628	1.03638388330684	0.300023086196093	0.821439379102908
AT1G02145	4122.61528577909	-0.100572170476786	0.121671345179641	-0.826588794003196	0.408470171017227	0.87644646184492
AT1G02150	7650.58999905434	-0.0658011267340575	0.217139827015253	-0.303035733419072	0.761862629806331	0.97037878725121
AT1G02160	1853.36174964907	0.0997624410640241	0.14220227511515	0.701553058720335	0.482957934464039	0.901827031500134
AT1G02170	7669.59565661408	0.190865095188826	0.293688661958587	0.649889219134173	0.515763782503299	0.914338213002085
AT1G02180	899.515279053757	-0.178107731655768	0.266292086882282	-0.668843500912975	0.503595314145478	0.907262030301279
AT1G02190	1586.22504775009	-0.39961294070463	0.230630483484101	-1.73269784057917	0.0831493885433823	0.569496644343709
AT1G02205	593.45200388183	-0.993205604261195	0.199783159306078	-4.97141805000466	6.64649579871983e-07	0.000488631381133885
AT1G02220	1424.28412632413	0.559594256895654	0.44755510070725	1.25033600558089	0.211176830884637	0.757682729924093
AT1G02230	716.141979586261	1.07275706188974	0.620418439756008	1.72908636034678	0.0837936399315981	0.571182794182724
AT1G02250	568.450508273877	-0.21191688793007	0.229138675285368	-0.924841202237682	0.355048514993559	0.85022078649844
AT1G02260	4144.1937365499	0.280045888306218	0.136083774775061	2.05789329969071	0.0396003770759746	0.436010826932779
AT1G02270	5500.66300859657	0.117733611193696	0.219812392451689	0.53560952538002	0.592228444166624	0.934808582359203
AT1G02280	5702.05309006704	-0.118054785287046	0.255983015224579	-0.461182102974583	0.644667960785996	0.945085332082442
AT1G02290	1162.79080196442	0.211018909070991	0.163576495865347	1.29003196916933	0.197039558489114	0.74134009058099
AT1G02300	3698.08147800687	0.00992889458841176	0.356561663195016	0.0278462202005752	0.977784801850802	0.998545210924725
AT1G02305	15974.9913128684	0.187945607751902	0.13522330401002	1.38989066365347	0.164562081128341	0.705736579839134
AT1G04097	13.027206384086	0.247855904664373	0.663039621039368	0.373817637437472	0.708539996504186	0.961896687898254
AT1G02310	996.254697156137	0.240295214747678	0.374580225721734	0.64150533916915	0.521194413114507	0.915432200176774
AT1G04103	52.7465369724689	-0.304087240667034	0.400855480769957	-0.758595691601741	0.448094450762054	0.888777284301652
AT1G02330	3059.11839456841	0.0297088408365731	0.234310465236769	0.126792633041604	0.899104526659105	0.987993618699412
AT1G02335	1247.82064083046	0.388406640534032	0.544887104349748	0.712820394231103	0.475956904002803	0.900195916472862
AT1G02340	395.814893155273	-0.324493985344667	0.47983069131765	-0.676267673611255	0.498870713027176	0.906976776436252
AT1G02350	170.609030899282	0.187937397583812	0.208984716510801	0.899287759993199	0.368499405290963	0.855941262723002
AT1G02360	2988.64467681728	0.303603883563361	0.41868784329062	0.725131833724209	0.468371156633188	0.897580678616788
AT1G02370	1192.48579888713	-0.0503129498711175	0.199004206377366	-0.252823549748041	0.800404568696564	0.975257280230458
AT1G02380	151.353108354752	-0.332083059621008	0.312960502582827	-1.06110214190086	0.288643484578856	0.812858214041649
AT1G02390	1593.56885688421	0.624241242077043	0.38611759519534	1.61671275757645	0.105940298801217	0.623857878863824
AT1G02400	32870.024326387	0.258357643041378	0.221397821764039	1.16693850455643	0.243235204770116	0.783470292991774
AT1G02405	502.863622364695	-0.28996801205154	0.272359216564128	-1.06465283499325	0.287033060963536	0.811797563680709
AT1G02410	2707.61728363998	0.0935328706645044	0.176140840984676	0.531011832018231	0.595410579983021	0.934944922313446
AT1G02420	201.834877897177	0.143608265927303	0.30169997749677	0.475996939472229	0.634076558303941	0.943582823749425
AT1G02430	234.887656277647	0.179426298814489	0.252265063899062	0.711260988902854	0.476922521173375	0.900477128178671
AT1G02440	773.392426399187	-0.0792810993481058	0.323526573257439	-0.245052820699892	0.806415532881605	0.975727366511661
AT1G02450	422.063968374628	0.646786520153511	0.759213434458081	0.851916589983923	0.394260388286584	0.869934494672564
AT1G02460	493.564383104844	0.220788697003477	0.391320927380351	0.564213875504996	0.572608585817325	0.9308245459459
AT1G02470	1917.0707184118	0.80173435226963	0.230575705108605	3.4770981265871	0.000506872274560851	0.0470842256199467
AT1G02475	5327.32591438199	0.286407996469558	0.317185333036383	0.902967340033677	0.366543228919804	0.855486086366231
AT1G02490	6.66852591272357	-0.135077219344469	0.963878437536572	-0.14013926869211	0.888549954782739	NA
AT1G02500	76736.0423477281	0.0284457789956744	0.273957627725028	0.103832768709128	0.917302061341212	0.991082606521873
AT1G02510	248.716784638202	-0.534406839465887	0.260870418179978	-2.04855285315329	0.0405058588738724	0.440884918794224
AT1G02520	4773.85998329839	0.811710111505869	0.407932841852647	1.98981309722318	0.046611528129237	0.465506001739709
AT1G02530	164.171784169468	-0.045082358375255	0.393063717894412	-0.114694784389551	0.908687048100958	0.989713429767365
AT1G02540	23.5013696236858	0.477828254389423	0.777527554428954	0.614548322651225	0.538853051274691	0.919735400801523
AT1G02560	27966.9889959924	-0.0739668021055146	0.226203413622404	-0.326992422090436	0.74367361674499	0.966086870009321
AT1G02570	315.614904734129	0.0246512047117749	0.332342336020012	0.0741741332355877	0.940871827827951	0.994067120142229
AT1G02575	36.0436427220717	0.587941303902984	0.667469986409135	0.880850548900333	0.378398715897035	0.861122413107161
AT1G02580	193.346527935083	0.280335472148317	0.390607523698337	0.717690917712118	0.472947884556952	0.899321337797746
AT1G04127	8.26262778116731	0.234526371144807	0.817647400658634	0.286830693714541	0.774241959776918	0.972314763966626
AT1G02590	6.43062407026546	-1.53523228494211	1.00718643063517	-1.52427816563607	0.127439239078125	NA
AT1G02610	989.627939992977	-0.755372391822118	0.52419478192971	-1.44101471029791	0.149580526988309	0.685377443862215
AT1G02620	53.5668847567196	-3.14743187136782	1.42129259344306	-2.21448552246601	0.0267953975379903	0.367423380420916
AT1G02630	10.1798183410551	-1.77358590183034	1.19772195714936	-1.48079935517887	0.138660048423354	0.67027272327284
AT1G02640	1618.16590483738	0.125624937871644	0.313053197287595	0.40128942607871	0.688207047671746	0.955550158841015
AT1G02650	217.017315078157	0.098958230317499	0.301612948160241	0.328096757520252	0.742838505548962	0.966086870009321
AT1G02660	8368.51138008382	-0.119066738758679	0.419298780959118	-0.283966336573462	0.776436178654011	0.972670566504373
AT1G02670	351.792525074687	-0.564050268706363	0.286230610782552	-1.97061476815584	0.0487679561234408	0.474422789796694
AT1G02680	1737.32117113622	-0.0378255119215955	0.160092870010594	-0.236272308186445	0.813221373546547	0.97669286734774
AT1G04143	62.0552923812884	-0.233640700926699	0.511601075853915	-0.456685319781097	0.647897244014111	0.945928505772078
AT1G02690	2830.23919892775	-0.333760527125833	0.175771880997723	-1.89882776034101	0.0575871259594681	0.503149181006137
AT1G02700	183.97474321429	0.375755101423229	0.35709095725692	1.05226719911835	0.292676976206104	0.815364404717075
AT1G02705	27.121186556013	0.556040140439693	0.432986323897699	1.28419792901142	0.199072709653831	0.74344555763465
AT1G02720	934.24028201646	0.217118579509389	0.219108803231367	0.990916733181751	0.321726240866658	0.835047333225532
AT1G02730	2686.309822467	-0.213247016547072	0.231876911629707	-0.919656101369912	0.357752499659567	0.852021212903416
AT1G02740	2141.72769899371	0.0889184068625007	0.131801896777191	0.674636777138465	0.499906561197805	0.907127919743108
AT1G02750	2072.48290221342	-0.0820037434038575	0.104126300665263	-0.787541119582041	0.430965167263337	0.883944847929846
AT1G02760	7.84424629615774	0.0745109574014107	0.835148631770401	0.0892187983873692	0.928908026000649	0.992266458535135
AT1G02770	253.991614509526	-0.407419003393083	0.26251761244888	-1.55196826450042	0.120669817294733	0.648216089522083
AT1G02780	89850.8708821777	-0.1761221395565	0.245302442646124	-0.717979558852482	0.47276989068567	0.899321337797746
AT1G02800	60.4978081503484	-0.945245802503289	0.478594571391433	-1.97504497335844	0.0482630445327361	0.472548096983194
AT1G02810	3765.63401705442	-0.0796729290004127	0.275832640797395	-0.28884518079546	0.772699855702816	0.972105694740199
AT1G02816	1876.75629261305	0.615788834231859	0.134096552784966	4.59213023335002	4.38744422703187e-06	0.00221359465501485
AT1G02820	200.128876960207	-0.247688468814345	0.293371257102011	-0.844283353662756	0.398511085830747	0.871868176567456
AT1G02830	7.76413359502917	-1.10745114739952	0.839438530462098	-1.31927604846764	0.187076842147297	0.732818484542069
AT1G02840	25430.427898857	-0.201060344563363	0.140998581868243	-1.42597423250146	0.153875780063864	0.692319932999351
AT1G02850	15651.7935028025	0.696466133748947	0.498067016683446	1.39833819630662	0.162011532878613	0.702353461825636
AT1G02860	1474.55223298745	-0.576795924674423	0.230569778706173	-2.50161113009291	0.012362963525828	0.264609280428536
AT1G04147	9.35207612643545	0.42386174931387	0.90621776687	0.467726152377096	0.639980436472726	0.943963831267215
AT1G02870	2839.06842167353	-0.127422372990225	0.183678668194192	-0.69372439512415	0.487855064164033	0.902718751864754
AT1G04153	10.4938493223206	0.134143007686722	0.718642956127032	0.186661549442655	0.851926005257367	0.982852762557238
AT1G02880	5531.64351288573	-0.0793240518658341	0.259567684347593	-0.305600645416282	0.759908729001058	0.970254237977912
AT1G02890	22609.599890191	0.0169542258533928	0.197609031340911	0.085796816766657	0.931627937001559	0.992658844961991
AT1G02900	5277.85392066643	0.857065856577288	0.378248745598836	2.26587891314854	0.0234587980313504	0.346148537679557
AT1G02910	17271.6716550115	-0.0390993333763742	0.315446408346801	-0.123949210838338	0.901355488724912	0.988463410346537
AT1G02920	173096.096743332	0.674380654039861	0.54051243031489	1.2476690936543	0.212152264034947	0.759233644768181
AT1G02930	183668.841808058	0.404388981344192	0.631977689341579	0.639878571924749	0.522251545823239	0.915432200176774
AT1G02940	144.062315877766	0.366331250599716	0.336659283321412	1.0881364891696	0.276534857227334	0.808919457786363
AT1G02950	691.563011430787	0.12009484933546	0.353126722251108	0.340089950060648	0.733788789882771	0.965524720112694
AT1G02960	3767.82963117121	0.0207503730993023	0.150504337286814	0.137872259852277	0.890341374434353	0.987047561635947
AT1G02970	306.807403892909	0.0280569512613615	0.294255698220177	0.0953488800083246	0.924037718843852	0.991539120831831
AT1G02980	195.834237233954	-0.347476506080956	0.299339346911418	-1.16081133224288	0.24571863347142	0.784658661358867
AT1G02990	5577.45180945599	0.0363541049565039	0.129151078039185	0.281485106500418	0.778338349774782	0.972975173193755
AT1G03000	4939.6748564207	-0.00460906165842706	0.238834026916321	-0.019298178395836	0.984603237088551	0.998545210924725
AT1G03010	721.331298735472	0.402731804046928	0.415204088753248	0.969961074459138	0.332065895135701	0.840652060973702
AT1G03020	656.528668336959	0.577807499130402	1.17552117845332	0.491533040596213	0.623049489154584	0.941644314447316
AT1G03030	3563.30285074666	0.306877142655091	0.123145435217598	2.49198959029897	0.0127029760352411	0.268358190774047
AT1G03040	8276.08962068812	0.166179898140901	0.183337602959761	0.906414698665904	0.364716395746911	0.854683567471374
AT1G03050	26.3504678943071	-0.498716908091735	0.431331079893747	-1.1562276203574	0.247588064989543	0.785498488778214
AT1G03055	98.4060433162944	-0.785906959705068	0.392884849736546	-2.00034936504186	0.0454625519613395	0.46071599145239
AT1G03060	17750.1115504454	0.121723695539617	0.212086450988407	0.57393433183655	0.566012239663446	0.928792416515613
AT1G03070	1238.57099871107	-0.795698265086298	0.27875012964768	-2.85452159642761	0.00431017011112031	0.155546966520669
AT1G03080	24800.1963305518	-0.0706857201264888	0.170409733007862	-0.414798608499831	0.678289338316006	0.952730114318967
AT1G03090	9429.70522992752	-1.17761227771828	0.707625800658802	-1.66417374355475	0.0960777135375304	0.598749681765165
AT1G03100	616.394295239676	-0.654938864445767	0.438448088652999	-1.49376603843313	0.135236781043523	0.668084821158333
AT1G03103	94.3687454343312	-1.03476262880467	0.958881114602175	-1.07913547680411	0.28052733813834	0.810186838576434
AT1G03106	45.8594795014031	-0.652460224926559	0.639028160339114	-1.02101951904642	0.307245191067913	0.825761968560438
AT1G03110	2100.67715097909	-0.152280511134466	0.107020457593933	-1.4229102973215	0.1547621607637	0.693329001205879
AT1G03120	111.581406813095	-0.598458856342883	0.414602409886733	-1.44345243074293	0.148893063502504	0.684739567802762
AT1G03130	12191.940182823	0.0279748678591662	0.282486250280866	0.0990309009070417	0.921113735314046	0.991082606521873
AT1G03140	6120.37156087571	-0.058602792870471	0.103769946137185	-0.564737624446653	0.572252238931812	0.930635405529404
AT1G03150	2090.80982072875	0.0424143755663809	0.161546921603121	0.262551431778948	0.792896338764898	0.974379901454423
AT1G03160	5549.85556684026	0.011955341618082	0.264453464435228	0.0452077330263533	0.963941730490212	0.995376167127123
AT1G03165	28.7015619439917	-0.344866393030945	0.49876308197961	-0.691443303426062	0.489286998888072	0.902972282636042
AT1G04173	45.6340579702921	0.382897261937208	0.567647643446707	0.674533341867305	0.499972295583537	0.907127919743108
AT1G03170	870.26182572086	-0.173509783341976	0.172147831265897	-1.00791152619271	0.313496937746643	0.831327072865817
AT1G03180	388.947724190369	-0.0979911969397745	0.196983717443193	-0.497458359562301	0.618865860107357	0.940665602584657
AT1G03190	2340.66517109764	0.00670562052170441	0.125628152409154	0.0533767343792903	0.957431742057197	0.995074951661991
AT1G03200	504.502629239242	-0.22523394635219	0.479527143776759	-0.469700097846905	0.638569297951735	0.943963831267215
AT1G03210	4659.09697112057	0.0977712849664206	0.163808713784409	0.596862539895765	0.550599159184046	0.923236115787794
AT1G03220	22266.674677462	-0.0403254262806114	0.384573930294243	-0.104857409990734	0.916488954500418	0.991082606521873
AT1G03230	7370.45995352705	-0.172626713433303	0.325441527643719	-0.530438492847441	0.595807943491882	0.934944922313446
